様式 2-3. (空調)窓仕様入力シート,,,,,,,,,,
,,,,,,,,,,
①,②,③,窓（ガラス＋建具）の性能,,,,⑧,,,
,,,④,ガラスの性能,,,,,,
開口部名称,窓の,窓の,,⑤,⑥,⑦,備考,,,
,,,,,,,,,,
,熱貫流率,日射熱取得率,建具の種類,ガラスの種類,熱貫流率,日射熱取得率,,,,
,,,,,[W/(㎡･K)],[-],,,,
,[W/㎡K],[-],（選択）,（選択）,（入力）,（入力）,,,,
,,,,,,,,,,Window Heat Transfer Performance List
G1,,,金属木複合製(単板ガラス),T,,,,1,G1,3WgG06
,,,,,,,,,,3WgG07
,,,,,,,,,,3WgG08
,,,,,,,,,,3WgG09
,,,,,,,,,,3WgG10
,,,,,,,,,,3WgG11
,,,,,,,,,,3WgG12
,,,,,,,,,,3WgG13
,,,,,,,,,,3WgG14
,,,,,,,,,,3WgG15
,,,,,,,,,,3WgG16
,,,,,,,,,,3WsG06
,,,,,,,,,,3WsG07
,,,,,,,,,,3WsG08
,,,,,,,,,,3WsG09
,,,,,,,,,,3WsG10
,,,,,,,,,,3WsG11
,,,,,,,,,,3WsG12
,,,,,,,,,,3WsG13
,,,,,,,,,,3WsG14
,,,,,,,,,,3WsG15
,,,,,,,,,,3WsG16
,,,,,,,,,,3WgA06
,,,,,,,,,,3WgA07
,,,,,,,,,,3WgA08
,,,,,,,,,,3WgA09
,,,,,,,,,,3WgA10
,,,,,,,,,,3WgA11
,,,,,,,,,,3WgA12
,,,,,,,,,,3WgA13
,,,,,,,,,,3WgA14
,,,,,,,,,,3WgA15
,,,,,,,,,,3WgA16
,,,,,,,,,,3WsA06
,,,,,,,,,,3WsA07
,,,,,,,,,,3WsA08
,,,,,,,,,,3WsA09
,,,,,,,,,,3WsA10
,,,,,,,,,,3WsA11
,,,,,,,,,,3WsA12
,,,,,,,,,,3WsA13
,,,,,,,,,,3WsA14
,,,,,,,,,,3WsA15
,,,,,,,,,,3WsA16
,,,,,,,,,,3LgG06
,,,,,,,,,,3LgG07
,,,,,,,,,,3LgG08
,,,,,,,,,,3LgG09
,,,,,,,,,,3LgG10
,,,,,,,,,,3LgG11
,,,,,,,,,,3LgG12
,,,,,,,,,,3LgG13
,,,,,,,,,,3LgG14
,,,,,,,,,,3LgG15
,,,,,,,,,,3LgG16
,,,,,,,,,,3LsG06
,,,,,,,,,,3LsG07
,,,,,,,,,,3LsG08
,,,,,,,,,,3LsG09
,,,,,,,,,,3LsG10
,,,,,,,,,,3LsG11
,,,,,,,,,,3LsG12
,,,,,,,,,,3LsG13
,,,,,,,,,,3LsG14
,,,,,,,,,,3LsG15
,,,,,,,,,,3LsG16
,,,,,,,,,,3LgA06
,,,,,,,,,,3LgA07
,,,,,,,,,,3LgA08
,,,,,,,,,,3LgA09
,,,,,,,,,,3LgA10
,,,,,,,,,,3LgA11
,,,,,,,,,,3LgA12
,,,,,,,,,,3LgA13
,,,,,,,,,,3LgA14
,,,,,,,,,,3LgA15
,,,,,,,,,,3LgA16
,,,,,,,,,,3LsA06
,,,,,,,,,,3LsA07
,,,,,,,,,,3LsA08
,,,,,,,,,,3LsA09
,,,,,,,,,,3LsA10
,,,,,,,,,,3LsA11
,,,,,,,,,,3LsA12
,,,,,,,,,,3LsA13
,,,,,,,,,,3LsA14
,,,,,,,,,,3LsA15
,,,,,,,,,,3LsA16
,,,,,,,,,,3FA06
,,,,,,,,,,3FA07
,,,,,,,,,,3FA08
,,,,,,,,,,3FA09
,,,,,,,,,,3FA10
,,,,,,,,,,3FA11
,,,,,,,,,,3FA12
,,,,,,,,,,3FA13
,,,,,,,,,,3FA14
,,,,,,,,,,3FA15
,,,,,,,,,,3FA16
,,,,,,,,,,2LgG06
,,,,,,,,,,2LgG07
,,,,,,,,,,2LgG08
,,,,,,,,,,2LgG09
,,,,,,,,,,2LgG10
,,,,,,,,,,2LgG11
,,,,,,,,,,2LgG12
,,,,,,,,,,2LgG13
,,,,,,,,,,2LgG14
,,,,,,,,,,2LgG15
,,,,,,,,,,2LgG16
,,,,,,,,,,2LsG06
,,,,,,,,,,2LsG07
,,,,,,,,,,2LsG08
,,,,,,,,,,2LsG09
,,,,,,,,,,2LsG10
,,,,,,,,,,2LsG11
,,,,,,,,,,2LsG12
,,,,,,,,,,2LsG13
,,,,,,,,,,2LsG14
,,,,,,,,,,2LsG15
,,,,,,,,,,2LsG16
,,,,,,,,,,2LgA06
,,,,,,,,,,2LgA07
,,,,,,,,,,2LgA08
,,,,,,,,,,2LgA09
,,,,,,,,,,2LgA10
,,,,,,,,,,2LgA11
,,,,,,,,,,2LgA12
,,,,,,,,,,2LgA13
,,,,,,,,,,2LgA14
,,,,,,,,,,2LgA15
,,,,,,,,,,2LgA16
,,,,,,,,,,2LsA06
,,,,,,,,,,2LsA07
,,,,,,,,,,2LsA08
,,,,,,,,,,2LsA09
,,,,,,,,,,2LsA10
,,,,,,,,,,2LsA11
,,,,,,,,,,2LsA12
,,,,,,,,,,2LsA13
,,,,,,,,,,2LsA14
,,,,,,,,,,2LsA15
,,,,,,,,,,2LsA16
,,,,,,,,,,2FA06
,,,,,,,,,,2FA07
,,,,,,,,,,2FA08
,,,,,,,,,,2FA09
,,,,,,,,,,2FA10
,,,,,,,,,,2FA11
,,,,,,,,,,2FA12
,,,,,,,,,,2FA13
,,,,,,,,,,2FA14
,,,,,,,,,,2FA15
,,,,,,,,,,2FA16
,,,,,,,,,,T
,,,,,,,,,,S
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
